,Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2,Building_num,Land_num,Area_M2
725,Luxury 2BR For Sale|The Residences at The Westin Sonata Place,"Wack-Wack Greenhills, Mandaluyong",Condominium,2BR,26,157,2,2,2,121.0375911,14.61146416,The Residences at The Westin Manila Sonata,19715790.58,https://www.lamudi.com.ph/the-residences-at-the-westin-sonata-place-luxury-2-166027459280.html,Mandaluyong,157,,157
726,"51.8 sqm, 2 Bedroom Condo Unit For Sale at Axis Residences in Mandaluyong City","Buayang Bato, Mandaluyong",House and Lot,Two-storey,7,51.8,,2,2,121.0450239,14.60324912,Axis Residences,6504955.108,https://www.lamudi.com.ph/51-8-sqm-2-bedroom-condo-unit-for-sale-at-axis-res-166027068595.html,Mandaluyong,51.8,,131
727,169 sqm 3 Bedroom with Parking Slot at Shang Residences at Wack Wack,"Wack-Wack Greenhills, Mandaluyong",Condominium,Studio,158,169,1,3,4,121.0016621,14.56289799,Shang Residences at Wack Wack,21222729.99,https://www.lamudi.com.ph/169-sqm-3-bedroom-with-parking-slot-at-shang-resid-166012923740.html,Mandaluyong,169,,169
728,Spacious corner 1BR with stunning view on Rockwell & Makati,"Hulo, Mandaluyong",Condominium,Penthouse,35,68.6,,1,1,120.9778675,14.56919289,Acqua Private Residences,8614670.279,https://www.lamudi.com.ph/spacious-corner-1br-with-stunning-view-of-rockwell-166011228041.html,Mandaluyong,68.6,,112
729,Building for Sale in Mandaluyong City,"Highway Hills, Mandaluyong",Commercial,Office,126,1674,,,,120.9825215,14.61278132,,210218047.3,https://www.lamudi.com.ph/building-for-sale-in-mandaluyong-city-166003583715.html,Mandaluyong,1674,279,182
730,Commercial Building for Sale in Mandaluyong City,"Highway Hills, Mandaluyong",Commercial,Office,22,1674,,,,120.991016,14.55124791,,210218047.3,https://www.lamudi.com.ph/commercial-building-for-sale-in-mandaluyong-city-166003539262.html,Mandaluyong,1674,279,189
731,"1 Bedroom Condominium for Sale in Avida Centera, Mandaluyong","Highway Hills, Mandaluyong",House and Lot,Two-storey,12,35,,1,1,120.9700839,14.61201129,Avida Towers Centera,4395239.938,https://www.lamudi.com.ph/1-bedroom-for-sale-in-avida-centera-mandaluyong-165994122758.html,Mandaluyong,35,,199
732,"For sale Studio Condominium Facing BGC Rent to Own, Mandaluyong","Buayang Bato, Mandaluyong",House and Lot,Two-storey,27,24.17,,1,1,120.9524407,14.58819959,Axis Residences,3035227.123,https://www.lamudi.com.ph/studio-facing-bgc-rent-to-own-165978698986.html,Mandaluyong,24.17,,152
733,For sale 2 Bedroom Golf Course View at Shang Residences at Wack Wack,"Wack-Wack Greenhills, Mandaluyong",Condominium,2BR,59,142,1,2,3,120.9521819,14.62854482,Shang Residences at Wack Wack,17832116.32,https://www.lamudi.com.ph/for-sale-2-bedroom-golf-course-view-at-shang-resid-165997642695.html,Mandaluyong,142,,142
734,"FOR SALE - 6BR at West Tower in Twin Oaks Place, Mandaluyong City",Mandaluyong,Commercial,Retail,73,407,,6,6,121.0075339,14.60831406,Twin Oaks Place,51110361.57,https://www.lamudi.com.ph/for-sale-6br-at-west-tower-in-twin-oaks-place-mand-165968483722.html,Mandaluyong,407,,170
735,"1 BR Condo in Avida Centera Mandaluyong near Ortigas, Kapitolyo, Makati and BGC","Highway Hills, Mandaluyong",House and Lot,Bungalow,80,36,,1,1,121.0383712,14.55805055,Avida Centera,4520818.222,https://www.lamudi.com.ph/1-br-condo-in-avida-centera-mandaluyong-near-ortig-165900830114.html,Mandaluyong,36,,199
736,Commercial Building for Sale in Mandaluyong City!,"Highway Hills, Mandaluyong",House and Lot,Two-storey,200,1674,,,,120.9584585,14.56460124,,210218047.3,https://www.lamudi.com.ph/commercial-building-for-sale-in-mandaluyong-city-165873633060.html,Mandaluyong,1674,279,197
737,"Mandaluyong Building for Sale in Highway Hills, Mandaluyong City","Highway Hills, Mandaluyong",Condominium,1BR,16,1674,7,,,121.0491781,14.59473147,,210218047.3,https://www.lamudi.com.ph/mandaluyong-building-for-sale-in-highway-hills-man-165873632963.html,Mandaluyong,1674,279,150
738,Building for Sale in Mandaluyong City 6-Storey Commercial/Residential,"Highway Hills, Mandaluyong",Condominium,1BR,163,1674,7,,,120.9612272,14.62554864,,210218047.3,https://www.lamudi.com.ph/building-for-sale-in-mandaluyong-city-6-storey-com-165873741968.html,Mandaluyong,1674,279,127
739,Commercial/Residential Building for Sale in Mandaluyong City,"Highway Hills, Mandaluyong",House and Lot,Two-storey,134,1674,7,,,121.0582863,14.58300312,,210218047.3,https://www.lamudi.com.ph/highway-hills-6-storey-commercial-residential-buil-165855975639.html,Mandaluyong,1674,279,160
740,3 Bedroom Condominium for sale in Mandaluyong,"Boni Avenue, Mandaluyong",House and Lot,Bungalow,117,39,,3,2,121.0088651,14.55870932,,4897553.074,https://www.lamudi.com.ph/3-bedroom-condominium-for-sale-in-mandaluyong-165831494252.html,Mandaluyong,39,,167
741,3 Bedroom Condominium for Sale in Mandaluyong,"Shaw Boulevard, Mandaluyong",Commercial,Office,113,48,,3,2,121.0597888,14.60089499,,6027757.629,https://www.lamudi.com.ph/3-bedroom-condominium-for-sale-in-mandaluyong-1.html,Mandaluyong,48,,176
742,3 Bedroom Condominium Unit for Sale in Mandaluyong,"Shaw Boulevard, Mandaluyong",House and Lot,Bungalow,57,39,,3,2,120.9870329,14.55224632,,4897553.074,https://www.lamudi.com.ph/3-bedroom-condominium-unit-for-sale-in-mandaluyong.html,Mandaluyong,39,,169
743,"For Sale JR 1 Bedroom Unit 22.6 sqm for sale in Avida Towers Verge, Mandaluyong","Highway Hills, Mandaluyong",Townhouse,Inner,116,22.6,,1,1,121.0573433,14.57544002,Avida Towers Verge,2838069.217,https://www.lamudi.com.ph/for-sale-jr-1-bedroom-unit-22-6-sqm-for-sale-in-avida-towers-verge-mandaluyong.html,Mandaluyong,22.6,,120
744,2 Bedroom Luxury Condo at Shaw Blvd Mandaluyong,"Addition Hills, Mandaluyong",Condominium,1BR,178,65.66,,2,,121.0324777,14.61999832,Weecomm Centre,8245470.124,https://www.lamudi.com.ph/2-bedroom-luxury-condo-at-shaw-blvd-mandaluyong-16592531022.html,Mandaluyong,65.66,,133
745,1 Bedroom Smart Home Condo near Makati for sale in Mandaluyong City,"Vergara, Mandaluyong",House and Lot,Bungalow,127,30.8,,1,1,121.0102076,14.55070917,Harbour Park Residences,3867811.146,https://www.lamudi.com.ph/1-bedroom-smart-home-condo-near-makati-for-sale-in-mandaluyong-city.html,Mandaluyong,30.8,,152
746,"Pre-selling 1 Bedroom Condo Unit at Avida Towers Verge, Mandaluyong City","Highway Hills, Mandaluyong",House and Lot,Bungalow,187,34,,1,1,120.9708327,14.6054661,Avida Towers Verge,4269661.654,https://www.lamudi.com.ph/pre-selling-1-bedroom-condo-unit-at-avida-towers-verge-mandaluyong-city.html,Mandaluyong,34,,132
747,"Kai Garden 1BR W/ parking Sugi Bldg. Near Boni MRT, MAKATI and Ortigas CBD & BGC","Shaw Boulevard, Mandaluyong",Condominium,Studio,16,36,,1,1,120.9858397,14.59849328,Kai Garden  ResideencesSugi Bldg.,4520818.222,https://www.lamudi.com.ph/kai-garden-1br-w-parking-sugi-bldg-near-boni-mrt-makati-and-ortigas-cbd-bgc.html,Mandaluyong,36,,136
748,"5% DP Move In ,2 Bedrooms w/ Free Parking for Sale at The Olive Place","Shaw Boulevard, Mandaluyong",Commercial,Retail,100,69,1,2,2,121.0313885,14.56630256,The Olive Place,8664901.592,https://www.lamudi.com.ph/5-dp-move-in-2-bedrooms-w-free-parking-for-sale-at-165851474685.html,Mandaluyong,69,,122
749,"RFO 2 Bedrooms Condo, Free Parking at The Olive Place, Mandaluyong","Shaw Boulevard, Mandaluyong",Townhouse,Inner,96,73,1,2,2,121.0459969,14.56671872,The Olive Place,9167214.728,https://www.lamudi.com.ph/rfo-2-bedrooms-condo-free-parking-at-the-olive-pla-165851442842.html,Mandaluyong,73,,107
750,For sale Studio Condominium unit Guadualupe Rent to Own! Mandaluyong,"Buayang Bato, Mandaluyong",Townhouse,Inner,91,24.17,,1,1,120.9526872,14.58488915,Axis Residences,3035227.123,https://www.lamudi.com.ph/studio-unit-guadualupe-rent-to-own.html,Mandaluyong,24.17,,130
751,Brand New Luxurious and Spacious Townhouse for sale in Mandaluyong,"Plainview, Mandaluyong",Townhouse,End,10,253,,4,4,121.0093847,14.56587821,,31771305.84,https://www.lamudi.com.ph/brand-new-luxurious-and-spacious-townhouse-for-sale-in-mandaluyong.html,Mandaluyong,253,63,180
752,511K min Discount NO SPOT DP at SMDC Fame Residences near BGC only 19K monthly,"Highway Hills, Mandaluyong",House and Lot,Two-storey,184,24.1,,1,1,121.0240667,14.60839972,FAME RESIDENCES by SMDC ,3026436.643,https://www.lamudi.com.ph/511k-min-discount-no-spot-dp-at-smdc-fame-residences-near-bgc-only-19k-monthly.html,Mandaluyong,24.1,,116
753,"1 Bedroom Condo Unit For Sale in Light Residences, Mandaluyong City","Barangka Ilaya, Mandaluyong",House and Lot,Bungalow,145,24.21,,1,1,120.9950983,14.58031145,Light Residences,3040250.254,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-in-light-residences-mandaluyong-city-1.html,Mandaluyong,24.21,,159
754,3 bedroom One Shangrila Place with balcony for sale,"Shaw Boulevard, Mandaluyong",Townhouse,Inner,66,157,,3,4,121.0244956,14.58510877,One Shangrila Place,19715790.58,https://www.lamudi.com.ph/3-bedroom-one-shangrila-place-with-balcony-for-sale.html,Mandaluyong,157,,157
755,1BR D High-Rise Condo Unit for Sale at Kai Garden Residences in Mandaluyong City | Su...,"Malamig, Mandaluyong",Townhouse,Inner,125,33.5,,1,1,120.9615832,14.6156677,Kai Garden Residences,4206872.512,https://www.lamudi.com.ph/1br-d-high-rise-condo-unit-for-sale-at-kai-garden-residences-in-mandaluyong-city-sugi-tower.html,Mandaluyong,33.5,,129
756,"Studio Unit for Sale at Zitan in Greenfield District, Highway Hills, Mandaluyong","Highway Hills, Mandaluyong",Commercial,Retail,173,26.24,,1,1,121.0203814,14.62762331,Zitan,3295174.171,https://www.lamudi.com.ph/studio-unit-for-sale-at-zitan-in-greenfield-district-highway-hills-mandaluyong.html,Mandaluyong,26.24,,176
757,2 bedrooms Condominium for sale in Mandaluyong City,"Shaw Boulevard, Mandaluyong",House and Lot,Bungalow,182,57.36,,2,1,121.036608,14.55204455,,7203170.367,https://www.lamudi.com.ph/2-bedrooms-condominium-for-sale-in-mandaluyong-city-1.html,Mandaluyong,57.36,,169
758,Wack Wack Twin Towers 3 Bedroom Unit for Sale in Mandaluyong City,"Wack-Wack Greenhills, Mandaluyong",Commercial,Office,123,188,1,3,3,120.9855793,14.57797006,Wack Wack Twin Towers ,23608717.38,https://www.lamudi.com.ph/wack-wack-twin-towers-condominium-unit-for-sale-in-165980894881.html,Mandaluyong,188,,188
759,Rent to Own Condo - Pioneer Woodlands,"Boni Avenue, Mandaluyong",House and Lot,Two-storey,152,50,,2,1,120.95526,14.59927758,,6278914.197,https://www.lamudi.com.ph/rent-to-own-condo-pioneer-woodlands.html,Mandaluyong,50,,193
760,"Two Bedroom Unit for Sale in Paragon Plaza, Mandaluyong City","Barangka Ilaya, Mandaluyong",Condominium,Penthouse,175,85,,2,3,120.9940521,14.60767856,Paragon Plaza,10674154.14,https://www.lamudi.com.ph/two-bedroom-unit-for-sale-in-paragon-plaza-mandalu-165877114919.html,Mandaluyong,85,,85
761,"Almost Brand New 2 Bedroom Condo For Sale In One Shangri-La Place, Mandaluyong","Wack-Wack Greenhills, Mandaluyong",Condominium,Penthouse,82,64,2,2,3,121.0423236,14.62701375,One Shangri-La Place,8037010.173,https://www.lamudi.com.ph/almost-brand-new-2-bedroom-condo-for-sale-in-one-shangri-la-place-mandaluyong.html,Mandaluyong,64,,103
762,"Fully furnished Commercial/Residential Building Mandaluyong City, Highway Hills","Highway Hills, Mandaluyong",Townhouse,End,178,1674,7,,,120.9855233,14.60352843,,210218047.3,https://www.lamudi.com.ph/fully-furnished-commercial-residential-building-mandaluyong-city-highway-hills.html,Mandaluyong,1674,279,124
763,Rent to Own Condo in Mandaluyong Gateway Regency No Down 8k monthly,"Barangka Ilaya, Mandaluyong",Commercial,Office,183,20,,1,1,121.0203779,14.58000489,Gateway Regency,2511565.679,https://www.lamudi.com.ph/rent-to-own-condo-in-mandaluyong-gateway-regency-no-down-8k-monthly.html,Mandaluyong,20,,133
764,Rent to Own Condo in Mandaluyong near Boni 5% Down move in 10k monthly,"Buayang Bato, Mandaluyong",House and Lot,Bungalow,178,24,,1,1,121.0425004,14.58256092,Axis Residences,3013878.815,https://www.lamudi.com.ph/rent-to-own-condo-in-mandaluyong-near-boni-5-down-move-in-10k-monthly.html,Mandaluyong,24,,121
765,"For Sale 1-BR Smart Home Integrated at Harbour Park Residences, Mandaluyong","Hulo, Mandaluyong",Townhouse,Inner,110,30.8,,1,1,121.0194908,14.58536276,Harbour Park Residences,3867811.146,https://www.lamudi.com.ph/for-sale-1-br-smart-home-integrated-at-harbour-park-residences-mandaluyong.html,Mandaluyong,30.8,,123
766,Rush Kai Garden Residences 2 bedroom for sale,"Malamig, Mandaluyong",House and Lot,Bungalow,183,56,,2,1,121.0174102,14.60324442,Kai Garden Residences ,7032383.901,https://www.lamudi.com.ph/rush-kai-garden-residences-2-bedroom-for-sale.html,Mandaluyong,56,,178
767,"1 Bedroom Condominium Unit For Sale in Westin Manila Sonata Place, Mandaluyong","Wack-Wack Greenhills, Mandaluyong",Commercial,Retail,27,77.57,,1,1,121.0516135,14.60476495,The Residences at The Westin,9741107.486,https://www.lamudi.com.ph/1-bedroom-condominium-unit-for-sale-in-westin-manila-sonata-place-mandaluyong.html,Mandaluyong,77.57,,161
768,Highway Hills 6-Storey Commercial/Residential Building for Sale Mandaluyong City,"Highway Hills, Mandaluyong",Townhouse,End,32,1674,7,,,121.0444359,14.56681094,,210218047.3,https://www.lamudi.com.ph/highway-hills-6-storey-commercial-residential-building-for-sale-mandaluyong-city.html,Mandaluyong,1674,279,131
769,Commercial property with passive income for Sale in Mandaluyong City - LA346,Mandaluyong,House and Lot,Two-storey,65,346,,,,121.0064008,14.55121233,,43450086.25,https://www.lamudi.com.ph/commercial-property-with-passive-income-for-sale-in-mandaluyong-city-la346.html,Mandaluyong,346,0,140
770,Pre-Selling - 2BR Unit 67sqm - Fully Finished For Sale in Mandaluyong,"Addition Hills, Mandaluyong",Commercial,Retail,181,67.3,,2,2,120.9702306,14.62709479,Weecomm Centre,8451418.51,https://www.lamudi.com.ph/pre-selling-2br-unit-67sqm-fully-finished-for-sale-in-mandaluyong.html,Mandaluyong,67.3,,100
771,"One Bedroom Condominium for Sale in Kai Residences, Mandaluyong","Malamig, Mandaluyong",Commercial,Retail,121,36,,1,1,121.0441883,14.57005663,Kai Garden Residences,4520818.222,https://www.lamudi.com.ph/one-bedroom-condominium-for-sale-in-kai-residences-mandaluyong.html,Mandaluyong,36,,137
772,For Sale: 1-BR Premium Unit at Twin Oaks Place Mandaluyong City,"Highway Hills, Mandaluyong",Condominium,Studio,199,47,1,1,1,120.9620995,14.62565162,Twin Oaks Place,5902179.346,https://www.lamudi.com.ph/for-sale-premium-unit-at-twin-oaks-place-mandaluyong-steps-away-to-mrt-shaw.html,Mandaluyong,47,,194
773,"2 bedrooms condo unit for sale in mandaluyong, the olive place","Shaw Boulevard, Mandaluyong",Commercial,Retail,189,73,,2,2,121.0209501,14.57755389,The Silk Residences,9167214.728,https://www.lamudi.com.ph/2-bedrooms-condo-unit-for-sale-in-mandaluyong-the-olive-place.html,Mandaluyong,73,,150
774,"Studio Condominium Unit For Sale at Silk Residences, Mandaluyong City","Shaw Boulevard, Mandaluyong",Condominium,1BR,169,24,,1,1,121.0201076,14.60439505,The Silk Residences,3013878.815,https://www.lamudi.com.ph/studio-condominium-unit-for-sale-at-silk-residence-165876047784.html,Mandaluyong,24,,164
775,"Rush Sale! 1 Bedroom Loft in Twin Oaks Place, Highway Hills Mandaluyong City","Highway Hills, Mandaluyong",Townhouse,End,166,54.31,,1,2,121.0395792,14.58567556,Twin Oaks Place,6820156.601,https://www.lamudi.com.ph/rush-sale-1-bedroom-loft-in-twin-oaks-place-highway-hills-mandaluyong-city.html,Mandaluyong,54.31,,114
776,Dansalan Gardens Condo for sale in Mandaluyong,"Malamig, Mandaluyong",House and Lot,Bungalow,123,64,,2,2,121.0515823,14.61406921,Dansalan Gardens,8037010.173,https://www.lamudi.com.ph/dansalan-gardens-condo-for-sale-in-mandaluyong.html,Mandaluyong,64,,172
777,for sale studio unit with parking at twin oaks west shaw blvd mandaluyong city,"Wack-Wack Greenhills, Mandaluyong",Condominium,1BR,199,31.52,,1,1,120.9527004,14.55409767,TWIN OAKS WEST TOWER,3958227.51,https://www.lamudi.com.ph/for-sale-studio-unit-with-parking-at-twin-oaks-west-shaw-blvd-mandaluyong-city.html,Mandaluyong,31.52,,148
778,FS: Studio w/ parking at St. Francis Shangri-La Place.,"Wack-Wack Greenhills, Mandaluyong",House and Lot,Bungalow,60,40,1,1,1,120.9641339,14.62088805,St. Francis Shangri-La Place,5023131.358,https://www.lamudi.com.ph/fs-studio-w-parking-at-st-francis-shangri-la-place-165918699933.html,Mandaluyong,40,,115
779,For Sale: One Shangri-La Place North Tower 3-Bedroom Luxury Condo in Mandaluyong,"Wack-Wack Greenhills, Mandaluyong",Commercial,Office,190,165,1,3,3,120.9617586,14.59011093,One Shangri-La Place,20720416.85,https://www.lamudi.com.ph/for-sale-one-shangri-la-place-north-tower-3-bedroom-luxury-condo-in-mandaluyong.html,Mandaluyong,165,,165
780,"Mandaluyong Condo for Sale At Pioneer Highlands, 3 Bedroom 3BR Penthouse Unit","Barangka Ilaya, Mandaluyong",Commercial,Retail,115,300,,3,5,121.0506673,14.57778974,Pioneer Highlands,37673485.18,https://www.lamudi.com.ph/mandaluyong-condo-for-sale-at-pioneer-highlands-3-bedroom-3br-penthouse-unit.html,Mandaluyong,300,,130
781,North Tower Sheridan - Newly Turned Over 3bedroom Unit,"Barangka Ilaya, Mandaluyong",House and Lot,Bungalow,82,79.5,,3,1,120.9898759,14.56168173,SHERIDAN TOWER,9983473.574,https://www.lamudi.com.ph/north-tower-sheridan-newly-turned-over-3bedroom-unit.html,Mandaluyong,79.5,,141
782,"REPRICED AND RUSH SALE: 3 Bedroom House in Plainview, Mandaluyong City","Plainview, Mandaluyong",Condominium,1BR,105,52.6,1,3,4,120.9759995,14.55437999,,6605417.736,https://www.lamudi.com.ph/repriced-and-rush-sale-3-bedroom-house-in-plainview-mandaluyong-city.html,Mandaluyong,52.6,52.6,196
783,"2 bedroom Condominium unit for sale in Olive Place, Mandaluyong City","Addition Hills, Mandaluyong",Townhouse,End,26,70,,2,2,121.0273864,14.60336001,The Olive Place,8790479.876,https://www.lamudi.com.ph/2-bedroom-condominium-unit-for-sale-in-olive-place-mandaluyong-city.html,Mandaluyong,70,,128
784,"Bi-level Condo Unit for Sale at AMA Tower Residences in Wack-Wack Greenhills, Mandalu...","Wack-Wack Greenhills, Mandaluyong",Condominium,1BR,1,121,,1,1,120.9716352,14.60758743,AMA Tower Residences,15194972.36,https://www.lamudi.com.ph/bi-level-condo-unit-for-sale-at-ama-tower-residences-in-wack-wack-greenhills-mandaluyong-33u.html,Mandaluyong,121,,121
785,"Loft Unit for Sale at AMA Tower Residences in Wack-Wack Greenhills, Mandaluyong | 32J","Wack-Wack Greenhills, Mandaluyong",House and Lot,Two-storey,7,63,,1,1,121.0049602,14.60040247,AMA Tower Residences,7911431.889,https://www.lamudi.com.ph/loft-unit-for-sale-at-ama-tower-residences-in-wack-wack-greenhills-mandaluyong-32j.html,Mandaluyong,63,,120
786,"Studio Unit for Sale at AMA Tower Residences in Wack-Wack Greenhills, Mandaluyong | 5...","Wack-Wack Greenhills, Mandaluyong",House and Lot,Bungalow,78,27,,1,1,120.9532338,14.59747025,AMA Tower Residences,3390613.667,https://www.lamudi.com.ph/studio-unit-for-sale-at-ama-tower-residences-in-wack-wack-greenhills-mandaluyong-5w.html,Mandaluyong,27,,182
787,"1BR Condo Unit w/ Balcony for Sale at AMA Tower Residences in Wack-Wack Greenhills, M...","Wack-Wack Greenhills, Mandaluyong",Commercial,Office,85,36,,1,1,121.0135301,14.59700226,AMA Tower Residences,4520818.222,https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-at-ama-tower-residences-in-wack-wack-greenhills-mandaluyong-5g.html,Mandaluyong,36,,166
788,Semi-fitted 2 Bedroom Loft at G A Tower along EDSA in Boni Ave Mandaluyong City,"Boni Avenue, Mandaluyong",Commercial,Office,194,40,,2,2,121.0230717,14.56820338,G A Tower,5023131.358,https://www.lamudi.com.ph/semi-fitted-2-bedroom-loft-at-g-a-tower-along-edsa-in-boni-ave-mandaluyong-city.html,Mandaluyong,40,,200
789,The St. Francis ShangriLa Place 2BR Condo Unit for Sale in Ortigas near Megamall,"Wack-Wack Greenhills, Mandaluyong",Condominium,2BR,158,119.2,1,2,3,121.0111476,14.55557871,The St. Francis Shangri-La Place,14968931.45,https://www.lamudi.com.ph/the-st-francis-shangrila-place-2br-condo-unit-for-sale-in-ortigas-near-megamall.html,Mandaluyong,119.2,,119.2
790,The St.Francis Shangri-la Place 2BR Condo Corner Unit for Sale in Ortigas center,"Wack-Wack Greenhills, Mandaluyong",Condominium,Studio,40,119.2,,2,3,121.0568793,14.57004014,St. Francis Shangri-La Place,14968931.45,https://www.lamudi.com.ph/the-st-francis-shangri-la-place-2br-condo-corner-unit-for-sale-in-ortigas-center.html,Mandaluyong,119.2,,119.2
791,For Sale Big Penthouse Bi-Level with Balcony in EDSA Reliance Mandaluyong,"Highway Hills, Mandaluyong",Commercial,Retail,175,161.49,2,2,2,121.0124572,14.59002214,Paragon Plaza Condominium ,20279637.07,https://www.lamudi.com.ph/for-sale-big-penthouse-bi-level-with-balcony-in-edsa-reliance-mandaluyong.html,Mandaluyong,161.49,,161.49
792,"1BR Condo unit for Sale in Sonata Private Residences, Mandaluyong City","Wack-Wack Greenhills, Mandaluyong",Commercial,Retail,177,42.9,,1,1,121.0229783,14.61168848,Sonata Private Residences,5387308.381,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-sonata-private-residences-mandaluyong-city.html,Mandaluyong,42.9,,168
793,"Acqua Private Residences Sub Penthouse Unit For Sale in Hulo, Mandaluyong","Hulo, Mandaluyong",Townhouse,Inner,157,54,,1,1,121.009941,14.62189344,Acqua Private Residences,6781227.333,https://www.lamudi.com.ph/acqua-private-residences-sub-penthouse-unit-for-sale-in-hulo-mandaluyong.html,Mandaluyong,54,,189
794,For Sale Axis Residences | Ready for Occupancy (RFO) | Rent to Own I Studio Unit,"Barangka Ilaya, Mandaluyong",Condominium,Studio,136,24.17,,1,1,121.0441373,14.5610816,Axis Residences,3035227.123,https://www.lamudi.com.ph/for-sale-axis-residences-ready-for-occupancy-rfo-studio-mandaluyong-city.html,Mandaluyong,24.17,,197
795,Mandaluyong Commercial Building with Income For Sale - Almost brand new,"Shaw Boulevard, Mandaluyong",House and Lot,Two-storey,29,613,,,,121.0411268,14.60814002,,76979488.06,https://www.lamudi.com.ph/mandaluyong-commercial-building-with-income-for-sale-almost-brand-new.html,Mandaluyong,613,240,140
796,Avida Towers Verge | 1-BR Unit for Sale in Mandaluyong near BGC,"Highway Hills, Mandaluyong",Condominium,Penthouse,66,36,,1,1,120.9976524,14.62407694,Avida Towers Verge ,4520818.222,https://www.lamudi.com.ph/avida-towers-verge-1-br-unit-for-sale-in-mandaluyong-near-bgc.html,Mandaluyong,36,,190
797,"House and Lot for Sale at Rancho, Concepcion Dos, Marikina City","Concepcion Dos, Marikina",Condominium,Penthouse,75,360,,5,4,121.0334186,14.59862727,,45208182.22,https://www.lamudi.com.ph/house-and-lot-for-sale-at-rancho-166080398133.html,Marikina,360,264,180
798,"For Sale: House and Lot in Marikina City, Woodridge Heights!","Concepcion Uno, Marikina",House and Lot,Bungalow,100,288,3,3,3,121.0391076,14.56140253,,36166545.78,https://www.lamudi.com.ph/for-sale-house-and-lot-in-marikina-city-woodridge-166028240770.html,Marikina,288,207,127
799,"Industrial-Commercial Lot for sale in Parang, Marikina City","Parang, Marikina",Townhouse,Inner,171,,,,,120.9641151,14.5884658,,,https://www.lamudi.com.ph/industrial-commercial-lot-for-sale-in-parang-marik-165877032746.html,Marikina,,13359.2,147
800,For Sale 700 sqm Commercial Lot in Marikina near Sports Center & City Hall,"Santo Nino, Marikina",Condominium,Studio,51,,,,,120.95575,14.56623757,,,https://www.lamudi.com.ph/for-sale-700-sqm-commercial-lot-in-marikina-near-sports-center-city-hall.html,Marikina,,700,129
801,For Sale Brand New Townhouse 3-Storey in Exclusive Subdivision in Marikina,"Santo Nino, Marikina",House and Lot,Bungalow,108,150,2,4,4,120.9938496,14.60461502,,18836742.59,https://www.lamudi.com.ph/for-sale-nice-brand-new-townhouse-in-exclusive-subdivision-in-marikina.html,Marikina,150,68.67,150
802,"340 sqm Commercial Lot For Sale in Marikina City, Metro Manila",Marikina,Townhouse,Inner,140,,,,,121.0426883,14.56079811,,,https://www.lamudi.com.ph/340-sqm-commercial-lot-for-sale-in-marikina-city-metro-manila.html,Marikina,,340,143
803,"3 Bedroom Townhouse for Sale in Michelia Residences Marikina Heights, Marikina","Marikina Heights, Marikina",Townhouse,End,10,88,1,3,2,121.0383319,14.59282856,,11050888.99,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-in-michelia-residences-marikina-heights-marikina.html,Marikina,88,53.66,88
804,"3 Bedroom, 2 Toilet & Bath House and Lot For Sale in Marikina City","Malanday, Marikina",Commercial,Retail,12,150,2,3,2,121.0419171,14.55361075,,18836742.59,https://www.lamudi.com.ph/3-bedroom-2-toilet-bath-house-and-lot-for-sale-in-marikina-city.html,Marikina,150,410,150
805,3BR Brand New House Woodridge Heights for Sale - Marikina City backing LGV,"Concepcion Uno, Marikina",Townhouse,Inner,142,316,2,3,3,121.0061045,14.56875688,,39682737.73,https://www.lamudi.com.ph/3br-brand-new-house-woodridge-heights-for-sale-marikina-city-backing-lgv.html,Marikina,316,204,155
806,"New Listing, inquire for details. 1 in Marikina",Marikina,Townhouse,Inner,176,159,,,,121.0151249,14.56756595,,19966947.15,,Marikina,,340,159
807,"New Listing, inquire for details. 2 in Marikina",Marikina,Townhouse,Inner,14,107,,,,121.0057626,14.56310906,,13436876.38,,Marikina,,340,107
808,"New Listing, inquire for details. 3 in Marikina",Marikina,House and Lot,Two-storey,127,120,,,,120.9644193,14.60149713,,15069394.07,,Marikina,,340,120
809,"New Listing, inquire for details. 4 in Marikina",Marikina,House and Lot,Two-storey,73,134,,,,121.0565238,14.58928274,,16827490.05,,Marikina,,340,134
810,"New Listing, inquire for details. 5 in Marikina",Marikina,Commercial,Office,159,101,,,,120.9542429,14.5769619,,12683406.68,,Marikina,,340,101
811,"New Listing, inquire for details. 6 in Marikina",Marikina,Condominium,2BR,44,200,,,,120.9645734,14.60954202,,25115656.79,,Marikina,,340,200
812,"New Listing, inquire for details. 7 in Marikina",Marikina,Townhouse,End,66,171,,,,120.9685053,14.6147724,,21473886.55,,Marikina,,340,171
813,"New Listing, inquire for details. 8 in Marikina",Marikina,House and Lot,Bungalow,144,131,,,,121.0502165,14.60272597,,16450755.2,,Marikina,,340,131
814,"New Listing, inquire for details. 9 in Marikina",Marikina,Condominium,Penthouse,47,137,,,,120.9843245,14.55481386,,17204224.9,,Marikina,,340,137
815,"New Listing, inquire for details. 10 in Marikina",Marikina,House and Lot,Bungalow,142,198,,,,121.039339,14.58098951,,24864500.22,,Marikina,,340,198
